lon,lat,depth_m,timestamp
1.854040,45.803170,19.10,2009-04-22T12:00:00+00:00
1.853740,45.792440,2.60,2009-04-22T12:00:00+00:00
1.853900,45.806520,25.60,2009-04-22T12:00:00+00:00
1.853770,45.793020,13.50,2009-04-22T12:00:00+00:00
1.853760,45.794760,24.70,2009-04-22T12:00:00+00:00
1.853750,45.811690,7.40,2009-04-22T12:00:00+00:00
1.853750,45.788150,14.90,2009-04-22T12:00:00+00:00
1.853800,45.788240,14.90,2009-04-22T12:00:00+00:00
1.853740,45.796840,25.40,2009-04-22T12:00:00+00:00
1.853800,45.806570,25.40,2009-04-22T12:00:00+00:00
1.853740,45.790680,3.60,2009-04-22T12:00:00+00:00
1.853740,45.789670,8.30,2009-04-22T12:00:00+00:00
1.853740,45.786970,16.20,2009-04-22T12:00:00+00:00
1.853730,45.805000,23.60,2009-04-22T12:00:00+00:00
1.853730,45.781550,10.70,2009-04-22T12:00:00+00:00
1.853380,45.813830,15.50,2009-04-22T12:00:00+00:00
1.853740,45.814040,8.90,2009-04-22T12:00:00+00:00
1.853840,45.790740,4.30,2009-04-22T12:00:00+00:00
1.853870,45.804850,21.90,2009-04-22T12:00:00+00:00
1.853870,45.793060,17.00,2009-04-22T12:00:00+00:00
1.853860,45.788320,15.10,2009-04-22T12:00:00+00:00
1.853860,45.786960,16.20,2009-04-22T12:00:00+00:00
1.853850,45.781530,10.60,2009-04-22T12:00:00+00:00
1.853790,45.781090,2.80,2009-04-22T12:00:00+00:00
1.853840,45.811760,10.50,2009-04-22T12:00:00+00:00
1.853700,45.803290,19.40,2009-04-22T12:00:00+00:00
1.853820,45.803250,19.90,2009-04-22T12:00:00+00:00
1.853820,45.799850,25.90,2009-04-22T12:00:00+00:00
1.853820,45.796910,26.10,2009-04-22T12:00:00+00:00
1.853820,45.792380,4.70,2009-04-22T12:00:00+00:00
1.853820,45.789600,9.00,2009-04-22T12:00:00+00:00
1.853810,45.804920,22.70,2009-04-22T12:00:00+00:00
1.853840,45.814100,8.50,2009-04-22T12:00:00+00:00
1.852950,45.799910,26.50,2009-04-22T12:00:00+00:00
1.852870,45.784480,12.10,2009-04-22T12:00:00+00:00
1.852880,45.786610,15.40,2009-04-22T12:00:00+00:00
1.852880,45.811330,1.00,2009-04-22T12:00:00+00:00
1.852890,45.796080,22.80,2009-04-22T12:00:00+00:00
1.852890,45.803540,20.90,2009-04-22T12:00:00+00:00
1.852900,45.780990,0.80,2009-04-22T12:00:00+00:00
1.852900,45.781670,11.10,2009-04-22T12:00:00+00:00
1.852900,45.813570,25.60,2009-04-22T12:00:00+00:00
1.852910,45.786700,15.30,2009-04-22T12:00:00+00:00
1.852910,45.806860,21.80,2009-04-22T12:00:00+00:00
1.852940,45.785450,12.70,2009-04-22T12:00:00+00:00
1.852940,45.786780,15.50,2009-04-22T12:00:00+00:00
1.852940,45.794780,12.40,2009-04-22T12:00:00+00:00
1.853390,45.790600,1.60,2009-04-22T12:00:00+00:00
1.853000,45.786950,15.50,2009-04-22T12:00:00+00:00
1.853020,45.806830,22.20,2009-04-22T12:00:00+00:00
1.853020,45.805640,21.80,2009-04-22T12:00:00+00:00
1.853020,45.787030,15.10,2009-04-22T12:00:00+00:00
1.853020,45.781650,10.90,2009-04-22T12:00:00+00:00
1.853010,45.811260,0.90,2009-04-22T12:00:00+00:00
1.852940,45.805720,21.50,2009-04-22T12:00:00+00:00
1.853000,45.813620,24.00,2009-04-22T12:00:00+00:00
1.852940,45.811290,1.00,2009-04-22T12:00:00+00:00
1.853000,45.784480,11.80,2009-04-22T12:00:00+00:00
1.853000,45.781010,0.60,2009-04-22T12:00:00+00:00
1.852970,45.796160,22.90,2009-04-22T12:00:00+00:00
1.852970,45.786860,15.20,2009-04-22T12:00:00+00:00
1.852960,45.786960,14.30,2009-04-22T12:00:00+00:00
1.852840,45.786940,13.90,2009-04-22T12:00:00+00:00
1.853010,45.803510,20.60,2009-04-22T12:00:00+00:00
1.852700,45.813360,29.80,2009-04-22T12:00:00+00:00
1.852860,45.805780,20.80,2009-04-22T12:00:00+00:00
1.852750,45.811320,0.80,2009-04-22T12:00:00+00:00
1.852750,45.786270,15.50,2009-04-22T12:00:00+00:00
1.852730,45.786180,15.40,2009-04-22T12:00:00+00:00
1.852730,45.785550,14.10,2009-04-22T12:00:00+00:00
1.852760,45.780920,1.00,2009-04-22T12:00:00+00:00
1.852710,45.786940,13.30,2009-04-22T12:00:00+00:00
1.852770,45.784490,12.80,2009-04-22T12:00:00+00:00
1.852700,45.799900,26.90,2009-04-22T12:00:00+00:00
1.852700,45.794800,11.40,2009-04-22T12:00:00+00:00
1.852700,45.786100,15.80,2009-04-22T12:00:00+00:00
1.852690,45.813280,29.70,2009-04-22T12:00:00+00:00
1.852690,45.806920,21.00,2009-04-22T12:00:00+00:00
1.851000,45.784500,11.00,2009-04-22T12:00:00+00:00
1.852720,45.795940,21.60,2009-04-22T12:00:00+00:00
1.852810,45.796010,22.20,2009-04-22T12:00:00+00:00
1.853050,45.796230,23.20,2009-04-22T12:00:00+00:00
1.852840,45.785500,13.40,2009-04-22T12:00:00+00:00
1.852840,45.780960,0.90,2009-04-22T12:00:00+00:00
1.852830,45.799910,26.70,2009-04-22T12:00:00+00:00
1.852830,45.794790,11.80,2009-04-22T12:00:00+00:00
1.852750,45.813440,28.60,2009-04-22T12:00:00+00:00
1.852810,45.813510,27.40,2009-04-22T12:00:00+00:00
1.852860,45.786520,15.10,2009-04-22T12:00:00+00:00
1.852800,45.811340,0.90,2009-04-22T12:00:00+00:00
1.852800,45.806890,21.50,2009-04-22T12:00:00+00:00
1.852780,45.805850,21.10,2009-04-22T12:00:00+00:00
1.852780,45.786360,15.30,2009-04-22T12:00:00+00:00
1.852780,45.781680,11.60,2009-04-22T12:00:00+00:00
1.852770,45.803580,21.00,2009-04-22T12:00:00+00:00
1.852820,45.786440,15.40,2009-04-22T12:00:00+00:00
1.853250,45.806760,23.30,2009-04-22T12:00:00+00:00
1.853220,45.786960,15.50,2009-04-22T12:00:00+00:00
1.853300,45.789940,4.00,2009-04-22T12:00:00+00:00
1.853290,45.813780,16.70,2009-04-22T12:00:00+00:00
1.853290,45.811280,2.20,2009-04-22T12:00:00+00:00
1.853290,45.787430,15.60,2009-04-22T12:00:00+00:00
1.853300,45.790570,1.20,2009-04-22T12:00:00+00:00
1.853260,45.790420,1.50,2009-04-22T12:00:00+00:00
1.853300,45.794760,18.80,2009-04-22T12:00:00+00:00
1.853250,45.784460,9.10,2009-04-22T12:00:00+00:00
1.853240,45.805420,24.50,2009-04-22T12:00:00+00:00
1.853240,45.803430,19.60,2009-04-22T12:00:00+00:00
1.853240,45.785290,9.70,2009-04-22T12:00:00+00:00
1.853230,45.811220,1.40,2009-04-22T12:00:00+00:00
1.853020,45.811240,0.70,2009-04-22T12:00:00+00:00
1.853280,45.796440,24.10,2009-04-22T12:00:00+00:00
1.853350,45.786960,15.80,2009-04-22T12:00:00+00:00
1.853380,45.805280,24.50,2009-04-22T12:00:00+00:00
1.853380,45.787590,15.50,2009-04-22T12:00:00+00:00
1.853380,45.784480,7.40,2009-04-22T12:00:00+00:00
1.853370,45.806730,24.10,2009-04-22T12:00:00+00:00
1.853360,45.803400,19.30,2009-04-22T12:00:00+00:00
1.853300,45.790500,1.50,2009-04-22T12:00:00+00:00
1.853350,45.811340,2.80,2009-04-22T12:00:00+00:00
1.853220,45.781620,10.80,2009-04-22T12:00:00+00:00
1.853340,45.787500,15.50,2009-04-22T12:00:00+00:00
1.853340,45.781600,10.90,2009-04-22T12:00:00+00:00
1.853330,45.785240,7.80,2009-04-22T12:00:00+00:00
1.853320,45.805360,24.40,2009-04-22T12:00:00+00:00
1.853320,45.799910,26.40,2009-04-22T12:00:00+00:00
1.853310,45.781110,0.90,2009-04-22T12:00:00+00:00
1.853360,45.796510,24.30,2009-04-22T12:00:00+00:00
1.853090,45.805570,22.60,2009-04-22T12:00:00+00:00
1.853220,45.787360,15.20,2009-04-22T12:00:00+00:00
1.853110,45.811180,0.70,2009-04-22T12:00:00+00:00
1.853110,45.787200,15.10,2009-04-22T12:00:00+00:00
1.853110,45.781050,0.80,2009-04-22T12:00:00+00:00
1.853100,45.813670,20.90,2009-04-22T12:00:00+00:00
1.853120,45.790210,1.60,2009-04-22T12:00:00+00:00
1.853100,45.781640,10.60,2009-04-22T12:00:00+00:00
1.853120,45.796300,23.70,2009-04-22T12:00:00+00:00
1.853090,45.790120,2.00,2009-04-22T12:00:00+00:00
1.853090,45.786960,15.80,2009-04-22T12:00:00+00:00
1.853070,45.799920,26.40,2009-04-22T12:00:00+00:00
1.853060,45.787120,14.60,2009-04-22T12:00:00+00:00
1.853050,45.811220,8.90,2009-04-22T12:00:00+00:00
1.852680,45.813200,29.40,2009-04-22T12:00:00+00:00
1.853100,45.790050,2.60,2009-04-22T12:00:00+00:00
1.853170,45.805500,23.30,2009-04-22T12:00:00+00:00
1.853220,45.781080,0.60,2009-04-22T12:00:00+00:00
1.853200,45.799920,26.40,2009-04-22T12:00:00+00:00
1.853200,45.796370,24.10,2009-04-22T12:00:00+00:00
1.853200,45.790350,1.60,2009-04-22T12:00:00+00:00
1.853190,45.813730,18.80,2009-04-22T12:00:00+00:00
1.853120,45.784460,10.60,2009-04-22T12:00:00+00:00
1.853180,45.794770,16.00,2009-04-22T12:00:00+00:00
1.853040,45.785390,12.10,2009-04-22T12:00:00+00:00
1.853170,45.790280,1.50,2009-04-22T12:00:00+00:00
1.853170,45.787280,15.50,2009-04-22T12:00:00+00:00
1.853160,45.811170,0.70,2009-04-22T12:00:00+00:00
1.853140,45.806800,22.60,2009-04-22T12:00:00+00:00
1.853140,45.785340,11.50,2009-04-22T12:00:00+00:00
1.853120,45.803470,20.20,2009-04-22T12:00:00+00:00
1.853190,45.789990,3.30,2009-04-22T12:00:00+00:00
1.847000,45.805500,3.50,2009-04-22T12:00:00+00:00
1.846620,45.804400,1.10,2009-04-22T12:00:00+00:00
1.846650,45.805600,3.40,2009-04-22T12:00:00+00:00
1.846670,45.799590,24.60,2009-04-22T12:00:00+00:00
1.846700,45.799310,20.50,2009-04-22T12:00:00+00:00
1.846750,45.804300,2.20,2009-04-22T12:00:00+00:00
1.846760,45.805560,2.70,2009-04-22T12:00:00+00:00
1.846770,45.799640,21.10,2009-04-22T12:00:00+00:00
1.846800,45.804240,2.70,2009-04-22T12:00:00+00:00
1.846810,45.799340,23.40,2009-04-22T12:00:00+00:00
1.846860,45.799700,20.80,2009-04-22T12:00:00+00:00
1.846860,45.804160,3.20,2009-04-22T12:00:00+00:00
1.846920,45.799390,25.90,2009-04-22T12:00:00+00:00
1.846920,45.804090,3.90,2009-04-22T12:00:00+00:00
1.845750,45.799240,7.10,2009-04-22T12:00:00+00:00
1.847120,45.805460,3.60,2009-04-22T12:00:00+00:00
1.847300,45.803640,13.60,2009-04-22T12:00:00+00:00
1.847270,45.799900,20.70,2009-04-22T12:00:00+00:00
1.847240,45.803710,13.70,2009-04-22T12:00:00+00:00
1.847230,45.805440,3.60,2009-04-22T12:00:00+00:00
1.847230,45.799510,22.20,2009-04-22T12:00:00+00:00
1.846950,45.799760,20.60,2009-04-22T12:00:00+00:00
1.847160,45.799860,21.20,2009-04-22T12:00:00+00:00
1.846970,45.804010,5.90,2009-04-22T12:00:00+00:00
1.847120,45.803870,10.30,2009-04-22T12:00:00+00:00
1.847120,45.799460,21.90,2009-04-22T12:00:00+00:00
1.847060,45.799810,20.90,2009-04-22T12:00:00+00:00
1.847040,45.803940,8.60,2009-04-22T12:00:00+00:00
1.847020,45.799420,24.90,2009-04-22T12:00:00+00:00
1.846570,45.804470,1.50,2009-04-22T12:00:00+00:00
1.847180,45.803790,13.50,2009-04-22T12:00:00+00:00
1.845940,45.805780,3.90,2009-04-22T12:00:00+00:00
1.846590,45.799270,20.30,2009-04-22T12:00:00+00:00
1.846090,45.799070,19.00,2009-04-22T12:00:00+00:00
1.846080,45.804710,2.20,2009-04-22T12:00:00+00:00
1.846080,45.799290,12.20,2009-04-22T12:00:00+00:00
1.846060,45.805750,3.90,2009-04-22T12:00:00+00:00
1.846180,45.804650,2.20,2009-04-22T12:00:00+00:00
1.845980,45.804760,2.10,2009-04-22T12:00:00+00:00
1.846180,45.805720,3.90,2009-04-22T12:00:00+00:00
1.845890,45.798990,16.60,2009-04-22T12:00:00+00:00
1.845880,45.804820,2.60,2009-04-22T12:00:00+00:00
1.845860,45.799250,8.30,2009-04-22T12:00:00+00:00
1.845820,45.805810,3.90,2009-04-22T12:00:00+00:00
1.845800,45.798960,14.10,2009-04-22T12:00:00+00:00
1.848560,45.782080,2.10,2009-04-22T12:00:00+00:00
1.845990,45.799020,17.70,2009-04-22T12:00:00+00:00
1.846380,45.799430,16.50,2009-04-22T12:00:00+00:00
1.847380,45.799950,20.70,2009-04-22T12:00:00+00:00
1.846530,45.805630,4.00,2009-04-22T12:00:00+00:00
1.846490,45.804530,2.30,2009-04-22T12:00:00+00:00
1.846490,45.799230,20.30,2009-04-22T12:00:00+00:00
1.846480,45.799480,17.80,2009-04-22T12:00:00+00:00
1.846180,45.799330,14.10,2009-04-22T12:00:00+00:00
1.846380,45.804560,2.20,2009-04-22T12:00:00+00:00
1.846580,45.799540,18.70,2009-04-22T12:00:00+00:00
1.846380,45.799190,20.70,2009-04-22T12:00:00+00:00
1.846300,45.805690,4.10,2009-04-22T12:00:00+00:00
1.846280,45.804600,2.30,2009-04-22T12:00:00+00:00
1.846280,45.799380,15.30,2009-04-22T12:00:00+00:00
1.846280,45.799150,20.50,2009-04-22T12:00:00+00:00
1.846190,45.799100,19.80,2009-04-22T12:00:00+00:00
1.846420,45.805660,4.20,2009-04-22T12:00:00+00:00
1.848160,45.781580,0.90,2009-04-22T12:00:00+00:00
1.848060,45.799880,22.40,2009-04-22T12:00:00+00:00
1.848260,45.781550,1.30,2009-04-22T12:00:00+00:00
1.848230,45.800310,20.90,2009-04-22T12:00:00+00:00
1.848210,45.802680,8.00,2009-04-22T12:00:00+00:00
1.848200,45.782090,1.30,2009-04-22T12:00:00+00:00
1.848280,45.802600,8.20,2009-04-22T12:00:00+00:00
1.848170,45.799920,22.00,2009-04-22T12:00:00+00:00
1.848280,45.805160,7.90,2009-04-22T12:00:00+00:00
1.848150,45.802760,8.10,2009-04-22T12:00:00+00:00
1.848120,45.800270,21.10,2009-04-22T12:00:00+00:00
1.848080,45.802840,9.50,2009-04-22T12:00:00+00:00
1.848080,45.782080,1.60,2009-04-22T12:00:00+00:00
1.848080,45.781600,0.70,2009-04-22T12:00:00+00:00
1.847330,45.799550,22.10,2009-04-22T12:00:00+00:00
1.848180,45.805190,7.70,2009-04-22T12:00:00+00:00
1.848420,45.802460,8.40,2009-04-22T12:00:00+00:00
1.851080,45.781980,12.60,2009-04-22T12:00:00+00:00
1.848520,45.805090,8.80,2009-04-22T12:00:00+00:00
1.848490,45.802380,8.90,2009-04-22T12:00:00+00:00
1.848490,45.800050,21.60,2009-04-22T12:00:00+00:00
1.848450,45.800390,21.20,2009-04-22T12:00:00+00:00
1.848270,45.799970,22.20,2009-04-22T12:00:00+00:00
1.848440,45.782090,2.10,2009-04-22T12:00:00+00:00
1.848020,45.802910,10.50,2009-04-22T12:00:00+00:00
1.848400,45.805120,8.20,2009-04-22T12:00:00+00:00
1.848380,45.800010,21.70,2009-04-22T12:00:00+00:00
1.848360,45.781530,1.70,2009-04-22T12:00:00+00:00
1.848340,45.802530,7.90,2009-04-22T12:00:00+00:00
1.848340,45.800350,20.50,2009-04-22T12:00:00+00:00
1.848330,45.782070,1.90,2009-04-22T12:00:00+00:00
1.848450,45.781520,2.00,2009-04-22T12:00:00+00:00
1.847510,45.803410,14.40,2009-04-22T12:00:00+00:00
1.848060,45.805220,7.70,2009-04-22T12:00:00+00:00
1.847660,45.803270,14.30,2009-04-22T12:00:00+00:00
1.847640,45.799680,22.40,2009-04-22T12:00:00+00:00
1.847590,45.805350,4.80,2009-04-22T12:00:00+00:00
1.847590,45.803340,15.10,2009-04-22T12:00:00+00:00
1.847740,45.799740,22.40,2009-04-22T12:00:00+00:00
1.847550,45.799640,22.40,2009-04-22T12:00:00+00:00
1.847740,45.803200,13.00,2009-04-22T12:00:00+00:00
1.847480,45.805380,4.10,2009-04-22T12:00:00+00:00
1.847480,45.800000,20.70,2009-04-22T12:00:00+00:00
1.847440,45.803480,14.20,2009-04-22T12:00:00+00:00
1.847440,45.799600,22.20,2009-04-22T12:00:00+00:00
1.847380,45.803560,13.60,2009-04-22T12:00:00+00:00
1.845710,45.805820,3.70,2009-04-22T12:00:00+00:00
1.847590,45.800040,21.00,2009-04-22T12:00:00+00:00
1.847950,45.799830,22.40,2009-04-22T12:00:00+00:00
1.848020,45.782010,1.90,2009-04-22T12:00:00+00:00
1.848020,45.781660,0.80,2009-04-22T12:00:00+00:00
1.848010,45.800230,21.50,2009-04-22T12:00:00+00:00
1.848000,45.781920,2.20,2009-04-22T12:00:00+00:00
1.848000,45.781840,2.20,2009-04-22T12:00:00+00:00
1.847710,45.805320,5.40,2009-04-22T12:00:00+00:00
1.847960,45.802990,11.80,2009-04-22T12:00:00+00:00
1.847360,45.805410,3.90,2009-04-22T12:00:00+00:00
1.847940,45.805260,7.20,2009-04-22T12:00:00+00:00
1.847900,45.803060,11.30,2009-04-22T12:00:00+00:00
1.847900,45.800190,21.60,2009-04-22T12:00:00+00:00
1.847840,45.799780,22.00,2009-04-22T12:00:00+00:00
1.847820,45.805290,6.20,2009-04-22T12:00:00+00:00
1.847810,45.800140,21.80,2009-04-22T12:00:00+00:00
1.848000,45.781750,1.50,2009-04-22T12:00:00+00:00
1.844320,45.798310,4.80,2009-04-22T12:00:00+00:00
1.843700,45.799550,0.70,2009-04-22T12:00:00+00:00
1.843730,45.799500,0.80,2009-04-22T12:00:00+00:00
1.843740,45.798840,6.10,2009-04-22T12:00:00+00:00
1.843800,45.798670,5.30,2009-04-22T12:00:00+00:00
1.843820,45.798780,6.00,2009-04-22T12:00:00+00:00
1.843900,45.798650,5.50,2009-04-22T12:00:00+00:00
1.843910,45.798740,6.00,2009-04-22T12:00:00+00:00
1.843990,45.798660,5.80,2009-04-22T12:00:00+00:00
1.844060,45.798600,5.70,2009-04-22T12:00:00+00:00
1.844080,45.798650,6.30,2009-04-22T12:00:00+00:00
1.844120,45.798530,5.60,2009-04-22T12:00:00+00:00
1.844190,45.798460,5.50,2009-04-22T12:00:00+00:00
1.844190,45.798660,6.80,2009-04-22T12:00:00+00:00
1.845780,45.804880,2.40,2009-04-22T12:00:00+00:00
1.844490,45.798750,8.60,2009-04-22T12:00:00+00:00
1.844670,45.798810,10.40,2009-04-22T12:00:00+00:00
1.844660,45.797880,1.20,2009-04-22T12:00:00+00:00
1.844620,45.798770,10.00,2009-04-22T12:00:00+00:00
1.844590,45.797920,1.70,2009-04-22T12:00:00+00:00
1.844560,45.797990,2.60,2009-04-22T12:00:00+00:00
1.844250,45.798680,7.00,2009-04-22T12:00:00+00:00
1.844510,45.798060,3.40,2009-04-22T12:00:00+00:00
1.844260,45.798390,5.10,2009-04-22T12:00:00+00:00
1.844470,45.798110,4.20,2009-04-22T12:00:00+00:00
1.844430,45.798180,4.80,2009-04-22T12:00:00+00:00
1.844380,45.798680,7.90,2009-04-22T12:00:00+00:00
1.844380,45.798240,4.80,2009-04-22T12:00:00+00:00
1.844330,45.798700,7.50,2009-04-22T12:00:00+00:00
1.843690,45.799430,1.30,2009-04-22T12:00:00+00:00
1.844530,45.798780,9.30,2009-04-22T12:00:00+00:00
1.843150,45.799000,1.10,2009-04-22T12:00:00+00:00
1.843700,45.799380,2.00,2009-04-22T12:00:00+00:00
1.843330,45.798740,4.30,2009-04-22T12:00:00+00:00
1.843320,45.799180,2.00,2009-04-22T12:00:00+00:00
1.843260,45.798760,3.40,2009-04-22T12:00:00+00:00
1.843250,45.799110,1.10,2009-04-22T12:00:00+00:00
1.843410,45.798750,4.80,2009-04-22T12:00:00+00:00
1.843190,45.798740,2.60,2009-04-22T12:00:00+00:00
1.843410,45.799310,2.00,2009-04-22T12:00:00+00:00
1.843150,45.798870,1.00,2009-04-22T12:00:00+00:00
1.843140,45.798940,1.20,2009-04-22T12:00:00+00:00
1.843130,45.798840,0.80,2009-04-22T12:00:00+00:00
1.843110,45.798730,1.70,2009-04-22T12:00:00+00:00
1.843090,45.798800,1.00,2009-04-22T12:00:00+00:00
1.860000,45.799560,8.50,2009-04-22T12:00:00+00:00
1.843200,45.799050,1.10,2009-04-22T12:00:00+00:00
1.843640,45.799540,1.30,2009-04-22T12:00:00+00:00
1.844830,45.797830,1.00,2009-04-22T12:00:00+00:00
1.843690,45.799310,2.70,2009-04-22T12:00:00+00:00
1.843680,45.799220,3.20,2009-04-22T12:00:00+00:00
1.843680,45.799140,4.40,2009-04-22T12:00:00+00:00
1.843680,45.799070,5.20,2009-04-22T12:00:00+00:00
1.843370,45.799240,2.00,2009-04-22T12:00:00+00:00
1.843680,45.798900,6.30,2009-04-22T12:00:00+00:00
1.843700,45.798690,5.00,2009-04-22T12:00:00+00:00
1.843610,45.798710,4.70,2009-04-22T12:00:00+00:00
1.843600,45.799530,0.70,2009-04-22T12:00:00+00:00
1.843560,45.799490,1.00,2009-04-22T12:00:00+00:00
1.843520,45.798740,4.80,2009-04-22T12:00:00+00:00
1.843510,45.799440,1.40,2009-04-22T12:00:00+00:00
1.843460,45.799380,1.70,2009-04-22T12:00:00+00:00
1.843680,45.798980,5.80,2009-04-22T12:00:00+00:00
1.845260,45.805210,0.90,2009-04-22T12:00:00+00:00
1.845120,45.799130,4.60,2009-04-22T12:00:00+00:00
1.845340,45.805160,1.10,2009-04-22T12:00:00+00:00
1.845320,45.799320,2.00,2009-04-22T12:00:00+00:00
1.845320,45.798850,11.70,2009-04-22T12:00:00+00:00
1.845300,45.805460,2.90,2009-04-22T12:00:00+00:00
1.845380,45.805540,3.50,2009-04-22T12:00:00+00:00
1.845270,45.799340,1.40,2009-04-22T12:00:00+00:00
1.845400,45.799290,2.80,2009-04-22T12:00:00+00:00
1.845260,45.799350,1.20,2009-04-22T12:00:00+00:00
1.845250,45.799360,1.10,2009-04-22T12:00:00+00:00
1.845240,45.805390,2.20,2009-04-22T12:00:00+00:00
1.845210,45.798820,11.60,2009-04-22T12:00:00+00:00
1.845180,45.798820,12.10,2009-04-22T12:00:00+00:00
1.844740,45.797880,0.90,2009-04-22T12:00:00+00:00
1.845290,45.799330,1.70,2009-04-22T12:00:00+00:00
1.845530,45.805690,3.60,2009-04-22T12:00:00+00:00
1.845710,45.798920,12.70,2009-04-22T12:00:00+00:00
1.845700,45.804940,2.30,2009-04-22T12:00:00+00:00
1.845650,45.799220,5.90,2009-04-22T12:00:00+00:00
1.845620,45.805750,3.50,2009-04-22T12:00:00+00:00
1.845610,45.805000,2.10,2009-04-22T12:00:00+00:00
1.845360,45.799310,2.20,2009-04-22T12:00:00+00:00
1.845540,45.799220,4.70,2009-04-22T12:00:00+00:00
1.845120,45.799030,7.60,2009-04-22T12:00:00+00:00
1.845520,45.805060,1.70,2009-04-22T12:00:00+00:00
1.845520,45.798870,11.20,2009-04-22T12:00:00+00:00
1.845450,45.805620,3.70,2009-04-22T12:00:00+00:00
1.845450,45.799240,3.60,2009-04-22T12:00:00+00:00
1.845440,45.805120,1.50,2009-04-22T12:00:00+00:00
1.845420,45.798860,11.20,2009-04-22T12:00:00+00:00
1.845610,45.798890,11.30,2009-04-22T12:00:00+00:00
1.845000,45.799070,4.80,2009-04-22T12:00:00+00:00
1.845130,45.798880,12.20,2009-04-22T12:00:00+00:00
1.845040,45.797890,2.00,2009-04-22T12:00:00+00:00
1.845030,45.798050,5.50,2009-04-22T12:00:00+00:00
1.845030,45.798000,4.10,2009-04-22T12:00:00+00:00
1.845020,45.799080,5.90,2009-04-22T12:00:00+00:00
1.845040,45.799100,2.90,2009-04-22T12:00:00+00:00
1.845020,45.798120,6.80,2009-04-22T12:00:00+00:00
1.845050,45.798190,7.90,2009-04-22T12:00:00+00:00
1.845000,45.797850,1.70,2009-04-22T12:00:00+00:00
1.844990,45.799070,5.30,2009-04-22T12:00:00+00:00
1.844970,45.798810,12.00,2009-04-22T12:00:00+00:00
1.844920,45.797830,1.20,2009-04-22T12:00:00+00:00
1.844860,45.798820,11.40,2009-04-22T12:00:00+00:00
1.848560,45.802310,11.30,2009-04-22T12:00:00+00:00
1.845020,45.799070,5.40,2009-04-22T12:00:00+00:00
1.845070,45.799100,5.00,2009-04-22T12:00:00+00:00
1.845120,45.798960,9.90,2009-04-22T12:00:00+00:00
1.845110,45.798810,12.70,2009-04-22T12:00:00+00:00
1.845090,45.799140,4.40,2009-04-22T12:00:00+00:00
1.845090,45.799120,5.00,2009-04-22T12:00:00+00:00
1.845090,45.798740,12.80,2009-04-22T12:00:00+00:00
1.845040,45.797940,3.00,2009-04-22T12:00:00+00:00
1.845080,45.798580,11.70,2009-04-22T12:00:00+00:00
1.844760,45.798820,10.70,2009-04-22T12:00:00+00:00
1.845070,45.799070,5.80,2009-04-22T12:00:00+00:00
1.845070,45.798500,10.90,2009-04-22T12:00:00+00:00
1.845070,45.798430,10.20,2009-04-22T12:00:00+00:00
1.845070,45.798350,9.70,2009-04-22T12:00:00+00:00
1.845060,45.798280,9.00,2009-04-22T12:00:00+00:00
1.845050,45.799120,5.00,2009-04-22T12:00:00+00:00
1.845080,45.798820,12.10,2009-04-22T12:00:00+00:00
1.849940,45.784160,3.00,2009-04-22T12:00:00+00:00
1.849810,45.784010,2.90,2009-04-22T12:00:00+00:00
1.849820,45.781910,10.40,2009-04-22T12:00:00+00:00
1.849820,45.783750,7.10,2009-04-22T12:00:00+00:00
1.849820,45.783850,6.50,2009-04-22T12:00:00+00:00
1.849830,45.800460,0.50,2009-04-22T12:00:00+00:00
1.849860,45.782150,8.70,2009-04-22T12:00:00+00:00
1.849860,45.784030,3.10,2009-04-22T12:00:00+00:00
1.849860,45.800390,0.80,2009-04-22T12:00:00+00:00
1.849870,45.804610,8.10,2009-04-22T12:00:00+00:00
1.849890,45.784060,3.00,2009-04-22T12:00:00+00:00
1.849910,45.800330,1.00,2009-04-22T12:00:00+00:00
1.849920,45.781430,4.00,2009-04-22T12:00:00+00:00
1.849920,45.782130,9.30,2009-04-22T12:00:00+00:00
1.849710,45.782720,2.50,2009-04-22T12:00:00+00:00
1.850020,45.781380,2.80,2009-04-22T12:00:00+00:00
1.850130,45.781350,2.50,2009-04-22T12:00:00+00:00
1.850100,45.804520,10.30,2009-04-22T12:00:00+00:00
1.850100,45.800260,1.40,2009-04-22T12:00:00+00:00
1.850080,45.784420,2.10,2009-04-22T12:00:00+00:00
1.850080,45.782090,10.80,2009-04-22T12:00:00+00:00
1.849920,45.784090,3.00,2009-04-22T12:00:00+00:00
1.850040,45.781980,11.00,2009-04-22T12:00:00+00:00
1.849930,45.781940,10.90,2009-04-22T12:00:00+00:00
1.850010,45.784280,2.60,2009-04-22T12:00:00+00:00
1.849990,45.804560,9.10,2009-04-22T12:00:00+00:00
1.849990,45.800290,1.20,2009-04-22T12:00:00+00:00
1.849970,45.782110,9.80,2009-04-22T12:00:00+00:00
1.849950,45.784190,2.80,2009-04-22T12:00:00+00:00
1.849810,45.781480,5.80,2009-04-22T12:00:00+00:00
1.850050,45.784340,2.20,2009-04-22T12:00:00+00:00
1.849720,45.782280,5.50,2009-04-22T12:00:00+00:00
1.849810,45.783910,5.80,2009-04-22T12:00:00+00:00
1.849740,45.782760,2.40,2009-04-22T12:00:00+00:00
1.849740,45.782180,6.90,2009-04-22T12:00:00+00:00
1.849730,45.782780,2.70,2009-04-22T12:00:00+00:00
1.849730,45.782770,2.70,2009-04-22T12:00:00+00:00
